log_id,user_id,company_id,event_type,ip_address,device,success,timestamp
AUTH-00038,USR-0010,COMP-01,login_success,168.51.223.173,Safari/iOS,True,2025-11-28 09:05:39
AUTH-00039,USR-0010,COMP-01,login_success,51.143.222.19,Chrome/Windows,True,2025-06-12 19:35:28
AUTH-00040,USR-0010,COMP-01,password_reset,10.246.203.143,Firefox/macOS,False,2025-08-14 16:52:46
AUTH-00041,USR-0010,COMP-01,login_failed,213.27.232.33,Firefox/macOS,False,2025-05-04 14:15:16
AUTH-00042,USR-0011,COMP-05,login_success,207.103.63.149,Safari/iOS,True,2025-08-21 19:00:44
AUTH-00043,USR-0011,COMP-05,login_success,80.110.153.63,Chrome/Windows,True,2026-04-01 10:12:21
AUTH-00044,USR-0011,COMP-05,login_success,56.160.205.239,Firefox/macOS,True,2025-02-27 09:08:15
AUTH-00045,USR-0011,COMP-05,login_success,133.98.164.225,Firefox/macOS,True,2026-01-01 11:28:14
AUTH-00046,USR-0011,COMP-05,login_success,105.98.250.177,Chrome/Windows,True,2025-06-28 18:36:36
AUTH-00047,USR-0012,COMP-04,login_success,154.128.116.28,Edge/Windows,True,2025-01-11 14:43:48
AUTH-00048,USR-0012,COMP-04,login_success,138.38.161.41,Chrome/Android,True,2025-04-29 18:09:00
AUTH-00049,USR-0012,COMP-04,login_success,69.32.123.217,Chrome/Android,True,2025-07-04 09:24:42
AUTH-00050,USR-0012,COMP-04,login_success,26.79.195.19,Firefox/macOS,True,2026-03-29 14:39:17
AUTH-00051,USR-0013,COMP-04,login_success,137.100.63.199,Edge/Windows,True,2026-02-14 13:56:55
AUTH-00052,USR-0013,COMP-04,login_success,82.45.51.53,Firefox/macOS,True,2026-04-22 13:01:32
AUTH-00053,USR-0013,COMP-04,login_success,27.138.14.169,Chrome/Android,True,2025-11-14 11:21:00
AUTH-00054,USR-0014,COMP-04,login_success,151.157.90.141,Safari/iOS,True,2025-07-18 12:20:38
AUTH-00055,USR-0014,COMP-04,login_success,129.135.109.135,Safari/iOS,True,2026-04-08 13:03:42
AUTH-00056,USR-0014,COMP-04,login_success,154.104.178.160,Firefox/macOS,True,2025-10-26 09:27:29
AUTH-00057,USR-0014,COMP-04,login_success,118.95.118.68,Firefox/macOS,True,2025-03-17 12:56:15
AUTH-00058,USR-0014,COMP-04,mfa_verified,194.179.148.179,Firefox/macOS,True,2026-01-19 14:58:14
AUTH-00059,USR-0014,COMP-04,login_success,27.174.131.138,Firefox/macOS,True,2025-03-04 11:19:11
AUTH-00060,USR-0015,COMP-02,password_reset,96.145.204.45,Safari/iOS,False,2025-12-25 16:25:07
AUTH-00061,USR-0015,COMP-02,mfa_verified,167.146.52.206,Chrome/Android,True,2025-06-17 17:16:16
AUTH-00062,USR-0015,COMP-02,mfa_verified,27.180.22.238,Chrome/Windows,True,2026-02-22 11:31:07
AUTH-00063,USR-0015,COMP-02,login_success,45.200.70.109,Safari/iOS,True,2025-01-26 10:26:32
AUTH-00064,USR-0015,COMP-02,login_success,122.169.253.96,Chrome/Windows,True,2025-01-08 16:23:38
AUTH-00065,USR-0016,COMP-03,login_success,152.184.226.208,Chrome/Windows,True,2025-01-24 14:34:33
AUTH-00066,USR-0016,COMP-03,login_success,172.94.143.121,Firefox/macOS,True,2026-01-27 13:40:25
AUTH-00067,USR-0016,COMP-03,login_success,97.230.113.13,Chrome/Android,True,2026-05-19 14:48:10
AUTH-00068,USR-0017,COMP-05,mfa_verified,220.173.112.21,Edge/Windows,True,2026-01-03 13:18:37
AUTH-00069,USR-0017,COMP-05,mfa_verified,138.8.231.26,Safari/iOS,True,2025-08-24 15:05:57
AUTH-00070,USR-0017,COMP-05,login_success,56.76.157.170,Edge/Windows,True,2026-06-02 12:07:14
AUTH-00071,USR-0017,COMP-05,login_success,174.167.251.48,Safari/iOS,True,2025-01-11 15:32:13
AUTH-00072,USR-0018,COMP-04,login_success,20.85.128.51,Edge/Windows,True,2025-08-02 11:48:32
AUTH-00073,USR-0018,COMP-04,password_reset,152.25.4.165,Chrome/Windows,False,2025-07-26 18:00:56
AUTH-00074,USR-0018,COMP-04,mfa_verified,82.11.131.122,Chrome/Windows,True,2025-11-15 17:19:58
AUTH-00075,USR-0019,COMP-02,login_success,137.222.178.218,Chrome/Windows,True,2025-06-06 16:22:39
AUTH-00076,USR-0019,COMP-02,mfa_verified,174.182.186.135,Chrome/Android,True,2025-03-08 11:06:24
AUTH-00077,USR-0019,COMP-02,password_reset,194.59.238.105,Chrome/Windows,False,2025-11-25 14:19:21
AUTH-00078,USR-0019,COMP-02,login_success,188.0.5.225,Chrome/Windows,True,2025-12-02 17:04:14
AUTH-00079,USR-0019,COMP-02,login_success,57.217.167.65,Safari/iOS,True,2026-06-16 11:16:11
AUTH-00080,USR-0019,COMP-02,login_success,163.215.85.194,Chrome/Android,True,2025-06-27 11:52:42
AUTH-00081,USR-0020,COMP-05,login_success,170.182.43.31,Edge/Windows,True,2026-02-14 09:34:21
AUTH-00082,USR-0020,COMP-05,login_success,61.241.160.100,Edge/Windows,True,2026-01-28 15:28:32
AUTH-00083,USR-0020,COMP-05,login_failed,10.8.59.90,Safari/iOS,False,2025-12-22 09:44:23
AUTH-00084,USR-0020,COMP-05,login_success,150.93.110.147,Edge/Windows,True,2025-11-23 17:02:14
AUTH-00085,USR-0021,COMP-04,login_success,106.234.173.254,Chrome/Windows,True,2025-11-10 16:34:59
AUTH-00086,USR-0021,COMP-04,login_success,137.238.97.170,Chrome/Android,True,2025-12-07 18:23:30
AUTH-00087,USR-0021,COMP-04,login_success,129.167.231.44,Firefox/macOS,True,2025-11-11 19:33:25
AUTH-00088,USR-0022,COMP-03,login_success,54.125.10.176,Chrome/Windows,True,2026-06-09 12:34:51
AUTH-00089,USR-0022,COMP-03,mfa_verified,221.47.106.173,Edge/Windows,True,2025-07-07 19:09:55
AUTH-00090,USR-0023,COMP-03,login_success,24.81.209.96,Chrome/Windows,True,2025-10-30 14:53:25
AUTH-00091,USR-0023,COMP-03,login_success,185.95.13.13,Safari/iOS,True,2025-11-17 10:08:02
AUTH-00092,USR-0023,COMP-03,login_success,211.186.14.199,Safari/iOS,True,2025-08-14 14:02:43
AUTH-00093,USR-0023,COMP-03,login_success,164.4.209.212,Safari/iOS,True,2025-02-07 18:34:49
AUTH-00094,USR-0023,COMP-03,login_success,223.143.42.27,Firefox/macOS,True,2026-03-10 16:09:51
AUTH-00095,USR-0024,COMP-03,login_failed,140.88.71.243,Chrome/Windows,False,2026-04-03 17:03:14
AUTH-00096,USR-0024,COMP-03,login_success,121.207.5.98,Chrome/Windows,True,2025-06-17 19:36:59
AUTH-00097,USR-0024,COMP-03,login_success,67.0.218.117,Chrome/Windows,True,2025-08-04 10:12:44
AUTH-00098,USR-0024,COMP-03,login_success,106.28.223.131,Chrome/Windows,True,2025-11-22 09:38:16
AUTH-00099,USR-0024,COMP-03,login_success,41.52.167.89,Chrome/Android,True,2025-05-07 17:14:12
AUTH-00100,USR-0025,COMP-03,login_success,11.54.176.253,Safari/iOS,True,2025-03-06 16:24:38
AUTH-00101,USR-0025,COMP-03,login_success,23.199.121.154,Edge/Windows,True,2026-04-04 16:18:12
AUTH-00102,USR-0025,COMP-03,mfa_verified,30.12.52.115,Chrome/Android,True,2025-05-07 12:42:38
AUTH-00103,USR-0025,COMP-03,login_success,169.209.86.224,Edge/Windows,True,2025-09-02 18:44:24
AUTH-00104,USR-0025,COMP-03,login_success,75.235.124.55,Safari/iOS,True,2025-06-25 18:14:38
AUTH-00105,USR-0026,COMP-02,login_success,148.55.88.42,Firefox/macOS,True,2025-05-17 11:42:20
AUTH-00106,USR-0026,COMP-02,mfa_verified,52.71.201.186,Edge/Windows,True,2026-05-20 10:44:18
AUTH-00107,USR-0026,COMP-02,login_failed,218.190.147.114,Safari/iOS,False,2026-03-05 09:11:21
AUTH-00108,USR-0026,COMP-02,mfa_verified,51.79.86.3,Chrome/Android,True,2026-01-27 19:34:32
AUTH-00109,USR-0026,COMP-02,mfa_verified,109.8.119.193,Edge/Windows,True,2025-09-23 19:43:58
AUTH-00110,USR-0026,COMP-02,login_success,134.200.147.29,Firefox/macOS,True,2025-07-11 17:44:52
AUTH-00111,USR-0027,COMP-05,login_success,130.44.211.15,Safari/iOS,True,2025-02-01 15:31:13
AUTH-00112,USR-0027,COMP-05,mfa_verified,207.176.60.205,Edge/Windows,True,2025-09-19 15:47:37
AUTH-00113,USR-0028,COMP-02,mfa_verified,144.169.130.50,Chrome/Android,True,2025-03-03 12:27:49
AUTH-00114,USR-0028,COMP-02,login_success,200.56.46.206,Chrome/Windows,True,2025-06-08 18:45:22
AUTH-00115,USR-0028,COMP-02,login_success,99.233.232.236,Chrome/Android,True,2025-07-19 16:34:04
AUTH-00116,USR-0028,COMP-02,login_success,36.89.79.96,Edge/Windows,True,2025-05-10 11:21:36
AUTH-00117,USR-0029,COMP-01,login_success,195.25.183.112,Chrome/Android,True,2025-11-06 13:51:28
AUTH-00118,USR-0029,COMP-01,login_success,189.122.182.216,Firefox/macOS,True,2025-10-19 10:07:42
AUTH-00119,USR-0030,COMP-01,login_success,115.204.111.209,Chrome/Windows,True,2026-06-22 12:36:30
AUTH-00120,USR-0030,COMP-01,login_success,94.236.128.217,Safari/iOS,True,2025-12-26 19:00:29
AUTH-00121,USR-0030,COMP-01,login_success,211.14.205.85,Safari/iOS,True,2026-05-29 10:23:07
AUTH-00122,USR-0030,COMP-01,login_success,112.156.247.107,Chrome/Android,True,2026-04-19 10:37:43
AUTH-00123,USR-0031,COMP-02,login_success,106.58.186.14,Chrome/Windows,True,2025-11-22 14:08:16
AUTH-00124,USR-0031,COMP-02,login_success,172.235.56.187,Chrome/Android,True,2025-05-27 16:16:38
AUTH-00125,USR-0031,COMP-02,login_success,101.246.67.207,Chrome/Windows,True,2025-11-20 15:51:39
AUTH-00126,USR-0031,COMP-02,login_success,140.101.124.135,Edge/Windows,True,2025-09-23 15:20:54
AUTH-00127,USR-0032,COMP-03,login_success,196.159.254.136,Edge/Windows,True,2025-08-20 13:35:03
AUTH-00128,USR-0032,COMP-03,login_success,194.39.44.119,Chrome/Android,True,2025-10-01 10:25:42
AUTH-00129,USR-0032,COMP-03,mfa_verified,214.207.124.5,Chrome/Android,True,2025-06-20 12:19:07
AUTH-00130,USR-0032,COMP-03,mfa_verified,39.39.147.84,Firefox/macOS,True,2025-11-02 13:29:56
AUTH-00131,USR-0032,COMP-03,login_success,134.91.224.186,Chrome/Windows,True,2025-09-08 14:08:21
AUTH-00132,USR-0032,COMP-03,login_success,20.54.72.77,Chrome/Android,True,2025-04-28 11:20:40
AUTH-00133,USR-0033,COMP-05,login_failed,81.99.8.139,Chrome/Android,False,2025-10-06 15:52:13
AUTH-00134,USR-0033,COMP-05,login_success,182.119.207.105,Safari/iOS,True,2026-05-14 13:00:01
AUTH-00135,USR-0033,COMP-05,login_success,69.78.122.133,Chrome/Windows,True,2025-01-21 13:55:39
AUTH-00136,USR-0033,COMP-05,login_failed,41.117.238.52,Chrome/Windows,False,2025-01-01 15:49:08
AUTH-00137,USR-0034,COMP-02,login_failed,10.99.63.102,Chrome/Android,False,2025-11-06 18:19:44
AUTH-00138,USR-0034,COMP-02,login_success,169.102.38.68,Safari/iOS,True,2025-01-28 18:39:22
AUTH-00139,USR-0034,COMP-02,login_success,12.101.42.82,Edge/Windows,True,2025-03-22 10:53:10
AUTH-00140,USR-0034,COMP-02,login_success,122.150.28.71,Firefox/macOS,True,2025-08-05 13:03:45
AUTH-00141,USR-0035,COMP-05,login_failed,125.135.41.232,Chrome/Windows,False,2026-03-23 16:47:05
AUTH-00142,USR-0035,COMP-05,login_success,106.77.120.213,Edge/Windows,True,2026-03-24 09:46:01
AUTH-00143,USR-0036,COMP-04,login_success,172.215.6.43,Chrome/Windows,True,2025-01-10 09:32:21
AUTH-00144,USR-0036,COMP-04,login_success,36.132.142.238,Chrome/Windows,True,2025-10-21 11:55:10
AUTH-00145,USR-0036,COMP-04,login_success,30.3.236.155,Chrome/Windows,True,2026-02-07 15:37:58
AUTH-00146,USR-0037,COMP-05,login_success,103.100.12.125,Firefox/macOS,True,2026-05-03 11:45:16
AUTH-00147,USR-0037,COMP-05,login_success,34.185.95.196,Safari/iOS,True,2025-07-21 18:58:36
AUTH-00148,USR-0037,COMP-05,login_success,96.65.175.236,Edge/Windows,True,2026-04-19 10:08:53
AUTH-00149,USR-0037,COMP-05,login_success,151.122.211.27,Chrome/Windows,True,2025-07-04 14:11:02
AUTH-00150,USR-0037,COMP-05,login_success,11.43.249.170,Chrome/Android,True,2026-03-13 12:30:52
AUTH-00151,USR-0038,COMP-02,mfa_verified,81.242.222.156,Edge/Windows,True,2026-03-31 09:43:48
AUTH-00152,USR-0038,COMP-02,login_success,114.90.136.26,Chrome/Android,True,2025-03-12 16:53:44
AUTH-00153,USR-0038,COMP-02,password_reset,49.102.70.37,Firefox/macOS,False,2026-01-05 13:02:49
AUTH-00154,USR-0038,COMP-02,login_success,153.169.183.180,Firefox/macOS,True,2025-11-18 15:07:15
AUTH-00155,USR-0038,COMP-02,login_success,129.233.22.2,Firefox/macOS,True,2026-02-28 10:38:04
AUTH-00156,USR-0038,COMP-02,login_success,87.56.2.59,Chrome/Android,True,2026-04-11 18:07:31
AUTH-00157,USR-0039,COMP-04,login_success,211.180.101.120,Safari/iOS,True,2026-05-05 17:37:27
AUTH-00158,USR-0039,COMP-04,login_failed,64.224.157.122,Edge/Windows,False,2025-12-09 18:31:36
AUTH-00159,USR-0039,COMP-04,mfa_verified,26.192.175.114,Firefox/macOS,True,2025-08-17 13:19:40
AUTH-00160,USR-0039,COMP-04,login_success,74.97.169.134,Firefox/macOS,True,2026-06-07 15:39:04
AUTH-00161,USR-0040,COMP-05,login_success,135.67.56.125,Chrome/Windows,True,2026-06-14 10:48:43
AUTH-00162,USR-0040,COMP-05,login_success,44.170.130.244,Edge/Windows,True,2026-05-12 12:51:23
AUTH-00163,USR-0040,COMP-05,login_success,108.130.46.132,Edge/Windows,True,2025-07-13 19:33:45
AUTH-00164,USR-0040,COMP-05,login_success,205.43.185.47,Chrome/Android,True,2025-04-22 13:37:33
AUTH-00165,USR-0040,COMP-05,login_success,14.102.141.19,Chrome/Android,True,2025-08-23 14:43:16
AUTH-00166,USR-0041,COMP-02,login_success,91.254.168.5,Chrome/Android,True,2026-06-13 14:43:08
AUTH-00167,USR-0041,COMP-02,login_success,50.251.208.184,Chrome/Android,True,2026-03-17 14:29:42
AUTH-00168,USR-0041,COMP-02,login_success,36.85.70.176,Chrome/Android,True,2026-06-21 14:11:53
AUTH-00169,USR-0041,COMP-02,password_reset,105.59.61.216,Firefox/macOS,False,2025-08-30 19:05:37
AUTH-00170,USR-0042,COMP-03,login_failed,102.253.180.3,Chrome/Windows,False,2025-07-15 11:54:11
AUTH-00171,USR-0042,COMP-03,login_success,220.216.238.39,Firefox/macOS,True,2025-04-05 10:32:28
AUTH-00172,USR-0042,COMP-03,login_success,206.101.98.195,Firefox/macOS,True,2025-12-14 11:20:49
AUTH-00173,USR-0042,COMP-03,login_failed,220.62.41.213,Chrome/Windows,False,2025-10-08 12:06:36
AUTH-00174,USR-0043,COMP-02,login_success,154.124.32.228,Chrome/Android,True,2026-05-16 12:47:59
AUTH-00175,USR-0043,COMP-02,login_success,112.23.250.240,Firefox/macOS,True,2025-02-28 19:20:48
AUTH-00176,USR-0044,COMP-02,login_success,160.169.246.206,Firefox/macOS,True,2026-05-16 12:53:31
AUTH-00177,USR-0044,COMP-02,login_success,110.3.35.84,Chrome/Windows,True,2026-02-14 12:36:32
AUTH-00178,USR-0044,COMP-02,mfa_verified,126.107.2.217,Chrome/Android,True,2026-06-29 16:58:11
AUTH-00179,USR-0044,COMP-02,login_failed,209.173.53.220,Chrome/Android,False,2026-05-11 12:05:56
AUTH-00180,USR-0044,COMP-02,login_success,220.236.185.97,Chrome/Windows,True,2026-06-20 14:40:40
AUTH-00181,USR-0045,COMP-01,login_success,213.59.8.48,Edge/Windows,True,2025-12-27 11:18:30
AUTH-00182,USR-0045,COMP-01,login_success,99.131.71.209,Safari/iOS,True,2026-06-18 10:44:40
AUTH-00183,USR-0046,COMP-01,login_success,100.127.104.236,Chrome/Android,True,2025-03-15 09:43:22
AUTH-00184,USR-0046,COMP-01,login_success,24.112.31.253,Chrome/Windows,True,2025-09-21 10:33:39
AUTH-00185,USR-0046,COMP-01,login_success,194.230.65.197,Edge/Windows,True,2025-07-15 10:19:49
AUTH-00186,USR-0046,COMP-01,login_success,164.165.113.207,Safari/iOS,True,2025-05-28 12:48:09
AUTH-00187,USR-0047,COMP-03,login_success,191.104.158.174,Firefox/macOS,True,2025-10-15 14:26:51
AUTH-00188,USR-0047,COMP-03,login_failed,200.130.182.133,Firefox/macOS,False,2026-01-04 17:43:18
AUTH-00189,USR-0048,COMP-03,mfa_verified,50.50.80.193,Safari/iOS,True,2025-02-24 13:11:17
AUTH-00190,USR-0048,COMP-03,mfa_verified,28.17.146.127,Chrome/Windows,True,2025-09-22 14:17:01
AUTH-00191,USR-0048,COMP-03,login_success,142.229.88.165,Firefox/macOS,True,2025-07-04 17:30:05
AUTH-00192,USR-0049,COMP-01,login_success,123.45.29.77,Chrome/Android,True,2025-12-11 14:43:00
AUTH-00193,USR-0049,COMP-01,mfa_verified,24.147.6.113,Safari/iOS,True,2025-08-12 11:28:40
AUTH-00194,USR-0049,COMP-01,login_success,12.88.25.156,Safari/iOS,True,2025-12-29 13:15:53
AUTH-00195,USR-0049,COMP-01,login_failed,223.245.77.20,Chrome/Android,False,2026-03-23 13:08:05
AUTH-00196,USR-0049,COMP-01,login_success,56.183.79.87,Firefox/macOS,True,2026-04-16 13:26:30
AUTH-00197,USR-0049,COMP-01,mfa_verified,127.144.237.16,Chrome/Windows,True,2025-04-15 10:39:18
AUTH-00198,USR-0050,COMP-03,login_success,196.148.146.4,Chrome/Windows,True,2025-01-27 11:03:40
AUTH-00199,USR-0050,COMP-03,login_success,73.98.225.155,Firefox/macOS,True,2025-10-16 09:17:53
AUTH-00200,USR-0051,COMP-01,login_success,122.151.8.211,Firefox/macOS,True,2026-05-23 18:12:17
AUTH-00201,USR-0051,COMP-01,login_success,179.6.51.114,Edge/Windows,True,2025-07-08 12:59:32
AUTH-00202,USR-0051,COMP-01,login_success,45.138.57.182,Edge/Windows,True,2025-09-20 11:28:43
AUTH-00203,USR-0052,COMP-02,login_success,137.43.13.15,Chrome/Android,True,2026-04-06 19:32:17
AUTH-00204,USR-0052,COMP-02,login_success,22.226.131.75,Chrome/Android,True,2025-12-25 09:14:36
AUTH-00205,USR-0052,COMP-02,login_failed,117.94.109.243,Edge/Windows,False,2025-05-07 17:50:26
AUTH-00206,USR-0052,COMP-02,login_success,18.234.84.11,Safari/iOS,True,2025-03-25 09:51:25
AUTH-00207,USR-0052,COMP-02,login_success,181.231.15.147,Chrome/Android,True,2026-05-22 11:33:23
AUTH-00208,USR-0052,COMP-02,login_success,60.160.57.87,Edge/Windows,True,2026-01-19 11:56:53
AUTH-00209,USR-0053,COMP-01,login_success,201.132.120.82,Safari/iOS,True,2025-09-04 19:03:35
AUTH-00210,USR-0053,COMP-01,login_success,107.143.217.49,Chrome/Windows,True,2026-01-08 09:53:43
AUTH-00211,USR-0053,COMP-01,login_success,59.192.191.113,Chrome/Android,True,2026-03-07 12:50:42
AUTH-00212,USR-0053,COMP-01,login_success,17.223.68.98,Chrome/Android,True,2025-10-20 10:36:54
AUTH-00213,USR-0053,COMP-01,login_success,192.102.144.216,Firefox/macOS,True,2026-02-26 14:06:59
AUTH-00214,USR-0053,COMP-01,login_success,131.145.187.212,Safari/iOS,True,2025-12-02 17:20:28
AUTH-00215,USR-0054,COMP-04,login_success,102.30.38.53,Edge/Windows,True,2025-07-09 18:07:19
AUTH-00216,USR-0054,COMP-04,login_failed,210.168.150.12,Firefox/macOS,False,2025-12-08 19:10:26
AUTH-00217,USR-0054,COMP-04,login_success,108.52.254.136,Firefox/macOS,True,2026-06-15 11:24:35
AUTH-00218,USR-0054,COMP-04,login_success,191.66.180.44,Firefox/macOS,True,2025-05-13 11:35:03
AUTH-00219,USR-0054,COMP-04,mfa_verified,165.239.172.1,Chrome/Android,True,2026-04-20 18:41:00
AUTH-00220,USR-0054,COMP-04,login_success,56.11.22.49,Chrome/Windows,True,2025-06-18 15:08:14
AUTH-00221,USR-0055,COMP-03,login_success,188.49.101.103,Firefox/macOS,True,2026-06-25 12:39:55
AUTH-00222,USR-0055,COMP-03,login_success,204.112.45.54,Safari/iOS,True,2025-09-09 15:43:58
AUTH-00223,USR-0055,COMP-03,login_success,186.138.50.81,Firefox/macOS,True,2025-12-14 17:19:54
AUTH-00224,USR-0055,COMP-03,login_success,41.255.111.44,Chrome/Android,True,2025-04-22 12:53:28
AUTH-00225,USR-0055,COMP-03,login_success,145.75.142.246,Edge/Windows,True,2025-12-31 15:27:17
AUTH-00226,USR-0055,COMP-03,login_success,171.215.241.137,Firefox/macOS,True,2026-03-31 17:06:39
AUTH-00227,USR-0056,COMP-01,login_success,157.224.80.141,Firefox/macOS,True,2026-02-28 16:27:45
AUTH-00228,USR-0056,COMP-01,login_success,194.116.91.28,Safari/iOS,True,2026-01-12 12:09:31
AUTH-00229,USR-0056,COMP-01,login_success,161.170.113.167,Chrome/Android,True,2025-01-06 13:44:21
AUTH-00230,USR-0056,COMP-01,login_success,106.255.59.243,Chrome/Windows,True,2025-10-11 18:36:11
AUTH-00231,USR-0057,COMP-05,login_success,123.200.166.147,Chrome/Windows,True,2025-02-12 12:29:09
AUTH-00232,USR-0057,COMP-05,mfa_verified,170.116.100.216,Chrome/Android,True,2026-03-13 18:46:49
AUTH-00233,USR-0057,COMP-05,login_failed,190.72.249.133,Firefox/macOS,False,2026-04-10 17:20:13
AUTH-00234,USR-0058,COMP-03,login_success,205.239.221.130,Chrome/Android,True,2026-03-29 19:02:57
AUTH-00235,USR-0058,COMP-03,login_success,116.236.227.177,Firefox/macOS,True,2025-01-12 18:04:38
AUTH-00236,USR-0058,COMP-03,login_success,91.118.212.24,Chrome/Windows,True,2025-06-07 19:09:46
AUTH-00237,USR-0058,COMP-03,password_reset,82.108.109.43,Chrome/Android,False,2025-07-26 09:21:02
AUTH-00238,USR-0058,COMP-03,login_success,49.93.32.132,Chrome/Windows,True,2025-01-25 11:13:41
AUTH-00239,USR-0059,COMP-02,mfa_verified,145.207.78.35,Chrome/Windows,True,2025-12-24 15:52:06
AUTH-00240,USR-0059,COMP-02,login_success,161.216.94.34,Firefox/macOS,True,2026-01-09 16:22:35
AUTH-00241,USR-0059,COMP-02,password_reset,151.212.73.211,Firefox/macOS,False,2025-10-31 12:24:31
AUTH-00242,USR-0059,COMP-02,password_reset,13.19.125.198,Safari/iOS,False,2025-10-28 17:33:42
AUTH-00243,USR-0059,COMP-02,login_success,214.99.79.115,Safari/iOS,True,2026-04-06 16:11:11
AUTH-00244,USR-0060,COMP-02,password_reset,21.171.124.6,Chrome/Windows,False,2026-04-08 13:31:23
AUTH-00245,USR-0060,COMP-02,login_success,45.101.33.123,Edge/Windows,True,2025-05-17 15:58:46
AUTH-00246,USR-0060,COMP-02,login_success,150.22.173.251,Chrome/Windows,True,2025-11-23 13:55:22
AUTH-00247,USR-0060,COMP-02,login_success,22.143.59.91,Edge/Windows,True,2025-04-11 14:03:08
AUTH-00248,USR-0060,COMP-02,login_success,178.147.10.143,Chrome/Windows,True,2025-01-28 09:14:32
AUTH-00249,USR-0061,COMP-01,login_success,68.108.19.141,Edge/Windows,True,2025-12-25 18:42:54
